original_path,size_bytes,decision
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/L_T_S_H_.py,2189,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/M_A_T_H_.py,342,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/M_V_A_R_.py,308,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/otBase.py,52986,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py,74286,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/otData.py,197262,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py,96987,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/otTraverse.py,5518,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/O_S_2f_2.py,28030,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/sbixGlyph.py,5796,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/sbixStrike.py,6651,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/S_T_A_T_.py,498,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/S_V_G_.py,7676,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/S__i_l_f.py,34985,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/S__i_l_l.py,3224,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/table_API_readme.txt,2748,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/ttProgram.py,36005,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/TupleVariation.py,32196,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_B_.py,341,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_C_.py,381,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_D_.py,341,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_J_.py,341,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_P_.py,341,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_S_.py,341,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I_V_.py,855,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I__0.py,2505,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I__1.py,6971,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I__2.py,496,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I__3.py,543,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_S_I__5.py,1905,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/T_T_F_A_.py,392,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/V_A_R_C_.py,289,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/V_D_M_X_.py,10437,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/V_O_R_G_.py,5965,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/V_V_A_R_.py,319,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_a_n_k_r.py,483,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_a_v_a_r.py,7374,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_b_s_l_n.py,465,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_c_i_d_g.py,913,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_c_m_a_p.py,62544,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_c_v_a_r.py,3527,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_c_v_t.py,1618,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_f_e_a_t.py,469,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_f_p_g_m.py,1633,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_f_v_a_r.py,8808,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_g_a_s_p.py,2203,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_g_c_i_d.py,362,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_g_l_y_f.py,85308,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_g_v_a_r.py,12196,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_h_d_m_x.py,4252,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_h_e_a_d.py,4926,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_h_h_e_a.py,4767,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_h_m_t_x.py,6192,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_k_e_r_n.py,10794,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_l_c_a_r.py,390,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_l_o_c_a.py,2180,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_l_t_a_g.py,2552,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_m_a_x_p.py,5264,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_m_e_t_a.py,3913,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_m_o_r_t.py,487,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_m_o_r_x.py,548,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_n_a_m_e.py,41266,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_o_p_b_d.py,448,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_p_o_s_t.py,11671,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_p_r_e_p.py,427,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_p_r_o_p.py,427,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_s_b_i_x.py,4865,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_t_r_a_k.py,11350,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_v_h_e_a.py,4459,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/_v_m_t_x.py,500,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__init__.py,2543,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/asciiTable.cpython-312.pyc,1513,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/BitmapGlyphMetrics.cpython-312.pyc,2846,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/B_A_S_E_.cpython-312.pyc,725,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/C_B_D_T_.cpython-312.pyc,5657,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/C_B_L_C_.cpython-312.pyc,835,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/C_F_F_.cpython-312.pyc,3651,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/C_F_F__2.cpython-312.pyc,1600,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/C_O_L_R_.cpython-312.pyc,8484,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/C_P_A_L_.cpython-312.pyc,16406,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/DefaultTable.cpython-312.pyc,3708,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/D_S_I_G_.cpython-312.pyc,8187,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/D__e_b_g.cpython-312.pyc,2581,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/E_B_D_T_.cpython-312.pyc,36404,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/E_B_L_C_.cpython-312.pyc,33983,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/F_F_T_M_.cpython-312.pyc,2660,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/F__e_a_t.cpython-312.pyc,8553,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/grUtils.cpython-312.pyc,4248,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/G_D_E_F_.cpython-312.pyc,652,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/G_P_O_S_.cpython-312.pyc,753,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/G_S_U_B_.cpython-312.pyc,647,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/G_V_A_R_.cpython-312.pyc,451,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/G__l_a_t.cpython-312.pyc,12845,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/G__l_o_c.cpython-312.pyc,5039,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/H_V_A_R_.cpython-312.pyc,666,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/J_S_T_F_.cpython-312.pyc,668,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/L_T_S_H_.cpython-312.pyc,3221,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/M_A_T_H_.cpython-312.pyc,695,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/M_V_A_R_.cpython-312.pyc,661,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/otBase.cpython-312.pyc,63170,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/otConverters.cpython-312.pyc,102550,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/otData.cpython-312.pyc,84484,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/otTables.cpython-312.pyc,119345,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/otTraverse.cpython-312.pyc,6522,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/O_S_2f_2.cpython-312.pyc,30534,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/sbixGlyph.cpython-312.pyc,6506,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/sbixStrike.cpython-312.pyc,6908,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/S_T_A_T_.cpython-312.pyc,854,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/S_V_G_.cpython-312.pyc,9218,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/S__i_l_f.cpython-312.pyc,50708,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/S__i_l_l.cpython-312.pyc,5591,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/ttProgram.cpython-312.pyc,24220,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/TupleVariation.cpython-312.pyc,34738,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_B_.cpython-312.pyc,699,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_C_.cpython-312.pyc,741,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_D_.cpython-312.pyc,699,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_J_.cpython-312.pyc,699,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_P_.cpython-312.pyc,699,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_S_.cpython-312.pyc,699,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I_V_.cpython-312.pyc,1800,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I__0.cpython-312.pyc,3595,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I__1.cpython-312.pyc,6455,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I__2.cpython-312.pyc,918,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I__3.cpython-312.pyc,934,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_S_I__5.cpython-312.pyc,3358,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/T_T_F_A_.cpython-312.pyc,768,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/V_A_R_C_.cpython-312.pyc,642,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/V_D_M_X_.cpython-312.pyc,11185,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/V_O_R_G_.cpython-312.pyc,8445,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/V_V_A_R_.cpython-312.pyc,672,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_a_n_k_r.cpython-312.pyc,839,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_a_v_a_r.cpython-312.pyc,10418,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_b_s_l_n.cpython-312.pyc,739,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_c_i_d_g.cpython-312.pyc,1253,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_c_m_a_p.cpython-312.pyc,61428,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_c_v_a_r.cpython-312.pyc,5028,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_c_v_t.cpython-312.pyc,3363,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_f_e_a_t.cpython-312.pyc,825,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_f_p_g_m.cpython-312.pyc,2838,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_f_v_a_r.cpython-312.pyc,13433,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_g_a_s_p.cpython-312.pyc,3290,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_g_c_i_d.cpython-312.pyc,633,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_g_l_y_f.cpython-312.pyc,94839,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_g_v_a_r.cpython-312.pyc,14503,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_h_d_m_x.cpython-312.pyc,7335,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_h_e_a_d.cpython-312.pyc,5488,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_h_h_e_a.cpython-312.pyc,6460,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_h_m_t_x.cpython-312.pyc,7511,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_k_e_r_n.cpython-312.pyc,13921,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_l_c_a_r.cpython-312.pyc,746,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_l_o_c_a.cpython-312.pyc,4110,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_l_t_a_g.cpython-312.pyc,4498,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_m_a_x_p.cpython-312.pyc,6572,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_m_e_t_a.cpython-312.pyc,5475,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_m_o_r_t.cpython-312.pyc,761,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_m_o_r_x.cpython-312.pyc,822,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_n_a_m_e.cpython-312.pyc,47016,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_o_p_b_d.cpython-312.pyc,722,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/fontTools/ttLib/tables/__pycache__/_p_o_s_t.cpython-312.pyc,14394,excluded: virtual environment/cache/binary dependency
